Country.Region,2020.01.22,2020.01.23,2020.01.24,2020.01.25,2020.01.26,2020.01.27,2020.01.28,2020.01.29,2020.01.30,2020.01.31,2020.02.01,2020.02.02,2020.02.03,2020.02.04,2020.02.05,2020.02.06,2020.02.07,2020.02.08,2020.02.09,2020.02.10,2020.02.11,2020.02.12,2020.02.13,2020.02.14,2020.02.15,2020.02.16,2020.02.17,2020.02.18,2020.02.19,2020.02.20,2020.02.21,2020.02.22,2020.02.23,2020.02.24,2020.02.25,2020.02.26,2020.02.27,2020.02.28,2020.02.29,2020.03.01,2020.03.02,2020.03.03,2020.03.04,2020.03.05,2020.03.06,2020.03.07,2020.03.08,2020.03.09,2020.03.10,2020.03.11,2020.03.12,2020.03.13,2020.03.14,2020.03.15,2020.03.16,2020.03.17,2020.03.18,2020.03.19,2020.03.20,2020.03.21,2020.03.22,2020.03.23,2020.03.24,2020.03.25,2020.03.26,2020.03.27,2020.03.28,2020.03.29,2020.03.30,2020.03.31,2020.04.01,2020.04.02,2020.04.03,2020.04.04,2020.04.05,2020.04.06,2020.04.07,2020.04.08,2020.04.09,2020.04.10,2020.04.11,2020.04.12,2020.04.13,2020.04.14,2020.04.15,2020.04.16,2020.04.17,2020.04.18,2020.04.19,2020.04.20,2020.04.21,2020.04.22,2020.04.23,2020.04.24,2020.04.25,2020.04.26,2020.04.27,2020.04.28,2020.04.29,2020.04.30,2020.05.01,2020.05.02,2020.05.03,2020.05.04,2020.05.05
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,1,2,0,0,7,3,6,0,27,12,0,15,7,8,21,24,67,3,11,32,15,16,46,45,32,54,68,119,82,29,94,62,137,166,140,151,222,162,125,136,253,72,339,73,164,87,263,165,448,311,219,322,400,185
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,3,4,0,6,7,9,7,4,15,2,55,69,45,46,52,22,51,88,86,118,97,250,246,179,224,292,318,286,467,234,155,427,547,471,677,682,517,579,1110,1830,1333,1601,1793,1626,1456,1770
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,7,17,7,5,6,5,4,7,0,8,0,3,0,1,4,1,2,3,6,5,11,4,4,1
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,0,0,4
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,0,1,0
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,8,0,6,8,0,5,0,9,1,3,0,0,0,0,2,2,3,0,1,1,0,1,1,0,0,0,0,5,9,4,1,3,0,6
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,8,0,0,12,1,4,2,2,29,49,50,99,64,23,69,68,63,64,16,35,19,35,41,44,84,42,59,59,280,69,92,150,172,113,124,166,142,174,253,169,210,392,210,369,342,955
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,1,0,2,7,9,0,13,5,10,11,6,10,10,13,8,10,14,15,19,7,5,7,4,4,13,9,15,7,11,4,5,14,7,1,12,19,19,22,12,4,43,55
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,103,116,117,107,48,42,27,58,30,27,51,32,51,0,83,125,23,149
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,2,0,9,0,0,8,8,6
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,6,0,2,1,0,6,5,5,0,3,0,14,0,2,9,0,0,10,0,6,0,0,0,0,0,0,0,0,18,0,1,8,0,4,5,0,0,10,16,4,0,12,4,12,11,15,14,16,12,5,21,16,15,23,24,33,29,54,32,36,32,26,25,41,31,25,32,28,33,38,57,28,32,46,58,35,33,60,56,24,79,61,49,62
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,7,0,0,0,84,6,38,16,8,38,16,22,7,26,4,67,31,8,9,20,61,40,34,50,11,24,98
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,60,0,9,0,23,0,18,8,9,11,2,2,0,13,9,0,16,2,1,4,8,6,0,8,2,0,2,7,3,0,6,2,0,3
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,2,0,9,1,11,0,3,10,17,14
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,19,0,0,0,0,19,0,45,0,0,0,0,0,0,315,0,0,0,0,0,493,0,0,0,152,0,0,418,0,0,0,0,600,0,0,309,167,0,197,0
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,151,0,10,324,0,13,498,53,26,481,537,450,0,1219,1573,1648,2342,2928,2424,2071,2479,3388,4096,3770,3706,3861,2357,2771,4813,4144,3503,3441,3282,2336,2777,3349,3944,0,0,2560,3230,1927,3401,3335,3105,3353,2664,2503,1673,6399,3103,0,5198,1654,2441,2143
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,4,2,4,0,3,3,6,5,4,2,5,5,0,2,0,5,2,5,9,9,10,2,4,3,2,2,9,2,6,8,2,18,8,10,12,10,19
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,4,2,0,5,1,1,10,1,7,7,6,0,9,9
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,87,0,102,0,0,0,0,0,0,176,0,0,0,0,0,169,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,3069,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,116,0,0,0,0,1399,0,65,228,0,1144,1046,833,1569,0,1641,648,1096,800,500,1000,600,1000,0,1700,500,500,700,700,800,800,500,700,400,300,500,400,400,0,800,500,300,300,700,200
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,5,2,0,0,6,0,0,0,0
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,3,0,0,0,0,0,1,2,2,0,3,0,0,0,0,2,0,4,0,2,0,0,1,0,0,0,1,0,9,0,0,6,5,0,0,7,0,4,6,24,8,10,0,15,0,31,11,12,11,14,14,19,17,11,11,6,9,17,4,11,2,0,8,2,0
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,37,0,0,0,0,119,0,0,0,0,0,0
Thailand,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,1,0,0,0,2,0,4,0,1,0,0,6,0,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,1,0,0,0,2,0,8,18,18,9,0,0,132,113,163,0,107,62,119,0,95,0,52,73,122,83,70,117,92,96,96,98,141,71,109,244,78,117,0,47,15,43,13,19,35,13,7,1,7
Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,10,0,0,0,4,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,3,3,0,0,1,1,0,4,0,3,3,10,3,1,3,1,3,0,3,0,3,0,0,1,1,1,1,0,1,7,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,2,1,0,1,0,1,6,9,11,0,5,1,5,0,12,1,11,5,5,6,4
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,20,0,0,0,18,0,0,0,0,0,0,0,0,105,0,42,0,4,13,9,63,0,15,11,11,7,5,78,76
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16,28,35,57,81,90,82,69,302,256,284,256,264,296,281,542,481,511,842,875,1415,1542,1822,1523,1454,1488,1559,2014,3246,3845,3558,4651,5018,5231,4846,4922,4451,4892,5015,5119
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,4,8,0,2,6,10,0,7,1,0,0,0,1,5,0,0,0,0,0,3,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,2,2,3,6,3,3,3,0,0,7,10,16,18,10,8,22,24,43,60,29,72,12,8,57,80,278,0,58,24,128,111,135,175,85,50,71,256
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,5,0,0,0,6,0,0,3,5,0,7,0,0,7,7,0,0,0,6,3,0,0,35,12,17,19,23,19,53,29,150,170,92,172,81,101,61,93,0,98,74,83,103,91,123,127,91,112,91,148,100,114,121,99,203,187
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,2,32,14,0,0,0,0,0,73,0,10,1,0,0,20,8,0,13,16,7,14,0,3,20,14,0,34,4,0,19,45,7,19,20,22,10,192,45,29,12,50,4,29,6,44,2,33,4,5,9,16
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,21,6,25,0,11,46,0,42,14,8,17,0,17,12,26,0,8,4,15,0,11,30,15,1,5,11,8,18,5,18,5,2,5,21
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,88,16,26,29,2,0,170,13,320,188,203,1593,2979,1380,1450,527,706,4945,2796,2133,2182,1796,1851,3380,2480,1718,10494,4281,4333,2607,3842,6295,5497,1992,2875,2162,2837,18876,1293,6616,4436,4512,4784,33227,10068,11367,4770,7028,2611
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,5,13,0,0,5,0,0,0,8,4,0,24,19,14,8,22,27,38,31,36,96,93,111,60,86,82,103,100,104,37,79,59,48,86,96
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,8,0,0,0,2,2,9,0,0,13,0,0,19,0,9,0,17,0,1,0,0,2,4,0,0,5,4,6,0,5,5,0,0,0,6,0,10,0,0
Vietnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,4,30,3,5,12,10,5,0,5,28,3,2,16,0,0,2,23,2,6,21,3,1,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,13
Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,17,2,0,1,12,1,0,4,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,25,25
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,17,1,3,2,0,0,0,0,0,3,0,2,0,0,2,0,0,5,0,0,12,1,19,1,3,0,14
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
